country;year;pop;continent;lifeExp;gdpPercap;gdpPercap_tratada;lifeExp_tratada;pop_tratada;one-sided violence;non-state conflict;extrasystemic;intrastate;interstate
Chad;1977;4388260;Africa;47.383;1133.98495;1133.98;47.4;4.388.260;;;;;
Chad;1982;4875118;Africa;49.517;797.9081006;797.91;49.5;4.875.118;;;;;
Chad;1987;5498955;Africa;51.051;952.386129;952.39;51.1;5.498.955;;;;;
Chad;1992;6429417;Africa;51.724;1058.0643;1058.06;51.7;6.429.417;352.0;0.0;0.0;1669.0;0.0
Chad;1997;7562011;Africa;51.573;1004.961353;1004.96;51.6;7.562.011;630.0;0.0;0.0;380.0;0.0
Chad;2002;8835739;Africa;50.525;1156.18186;1156.18;50.5;8.835.739;152.0;72.0;0.0;1937.0;0.0
Chad;2007;10238807;Africa;50.651;1704.063724;1704.06;50.7;10.238.807;924.0;340.0;0.0;1626.0;0.0
Chile;1952;6377619;Americas;54.745;3939.978789;3939.98;54.7;6.377.619;;;;;
Chile;1957;7048426;Americas;56.074;4315.622723;4315.62;56.1;7.048.426;;;;;
Chile;1962;7961258;Americas;57.924;4519.094331;4519.09;57.9;7.961.258;;;;;
Chile;1967;8858908;Americas;60.523;5106.654313;5106.65;60.5;8.858.908;;;;;
Chile;1972;9717524;Americas;63.441;5494.024437;5494.02;63.4;9.717.524;;;;;
Chile;1977;10599793;Americas;67.052;4756.763836;4756.76;67.1;10.599.793;;;;;
Chile;1982;11487112;Americas;70.565;5095.665738;5095.67;70.6;11.487.112;;;;;
Chile;1987;12463354;Americas;72.492;5547.063754;5547.06;72.5;12.463.354;;;;;
Chile;1992;13572994;Americas;74.126;7596.125964;7596.13;74.1;13.572.994;0.0;0.0;0.0;0.0;0.0
Chile;1997;14599929;Americas;75.816;10118.05318;10118.05;75.8;14.599.929;0.0;0.0;0.0;0.0;0.0
Chile;2002;15497046;Americas;77.86;10778.78385;10778.78;77.9;15.497.046;0.0;0.0;0.0;0.0;0.0
Chile;2007;16284741;Americas;78.553;13171.63885;13171.64;78.6;16.284.741;0.0;0.0;0.0;0.0;0.0
China;1952;556263527;Asia;44.0;400.448610699994;400.45;44.0;556.263.528;;;;;
China;1957;637408000;Asia;50.54896;575.9870009;575.99;50.5;637.408.000;;;;;
China;1962;665770000;Asia;44.50136;487.6740183;487.67;44.5;665.770.000;;;;;
China;1967;754550000;Asia;58.38112;612.7056934;612.71;58.4;754.550.000;;;;;
China;1972;862030000;Asia;63.11888;676.9000921;676.9;63.1;862.030.000;;;;;
China;1977;943455000;Asia;63.96736;741.2374699;741.24;64.0;943.455.000;;;;;
China;1982;1000281000;Asia;65.525;962.4213805;962.42;65.5;1.000.281.000;;;;;
China;1987;1084035000;Asia;67.274;1378.904018;1378.9;67.3;1.084.035.000;;;;;
China;1992;1164970000;Asia;68.69;1655.784158;1655.78;68.7;1.164.970.000;2600.0;0.0;0.0;0.0;0.0
China;1997;1230075000;Asia;70.426;2289.234136;2289.23;70.4;1.230.075.000;0.0;0.0;0.0;0.0;0.0
China;2002;1280400000;Asia;72.028;3119.280896;3119.28;72.0;1.280.400.000;0.0;0.0;0.0;0.0;0.0
China;2007;1318683096;Asia;72.961;4959.114854;4959.11;73.0;1.318.683.096;0.0;0.0;0.0;0.0;0.0
Colombia;1952;12350771;Americas;50.643;2144.115096;2144.12;50.6;12.350.771;;;;;
Colombia;1957;14485993;Americas;55.118;2323.805581;2323.81;55.1;14.485.993;;;;;
Colombia;1962;17009885;Americas;57.863;2492.351109;2492.35;57.9;17.009.885;;;;;
Colombia;1967;19764027;Americas;59.963;2678.729839;2678.73;60.0;19.764.027;;;;;
Colombia;1972;22542890;Americas;61.623;3264.660041;3264.66;61.6;22.542.890;;;;;
Colombia;1977;25094412;Americas;63.837;3815.80787;3815.81;63.8;25.094.412;;;;;
Colombia;1982;27764644;Americas;66.653;4397.575659;4397.58;66.7;27.764.644;;;;;
Colombia;1987;30964245;Americas;67.768;4903.2191;4903.22;67.8;30.964.245;;;;;
Colombia;1992;34202721;Americas;68.421;5444.648617;5444.65;68.4;34.202.721;401.0;41.0;0.0;2943.0;0.0
Colombia;1997;37657830;Americas;70.313;6117.361746;6117.36;70.3;37.657.830;620.0;91.0;0.0;3880.0;0.0
Colombia;2002;41008227;Americas;71.682;5755.259962;5755.26;71.7;41.008.227;7036.0;2412.0;0.0;9635.0;0.0
Colombia;2007;44227550;Americas;72.889;7006.580419;7006.58;72.9;44.227.550;5732.0;727.0;0.0;5824.0;0.0
Comoros;1952;153936;Africa;40.715;1102.990936;1102.99;40.7;153.936;;;;;
Comoros;1957;170928;Africa;42.46;1211.148548;1211.15;42.5;170.928;;;;;
Comoros;1962;191689;Africa;44.467;1406.648278;1406.65;44.5;191.689;;;;;
Comoros;1967;217378;Africa;46.472;1876.029643;1876.03;46.5;217.378;;;;;
Comoros;1972;250027;Africa;48.944;1937.577675;1937.58;48.9;250.027;;;;;
Comoros;1977;304739;Africa;50.939;1172.603047;1172.6;50.9;304.739;;;;;
Comoros;1982;348643;Africa;52.933;1267.100083;1267.1;52.9;348.643;;;;;
Comoros;1987;395114;Africa;54.926;1315.980812;1315.98;54.9;395.114;;;;;
Comoros;1992;454429;Africa;57.939;1246.90737;1246.91;57.9;454.429;0.0;0.0;0.0;29.0;0.0
Comoros;1997;527982;Africa;60.66;1173.618235;1173.62;60.7;527.982;0.0;0.0;0.0;56.0;0.0
Comoros;2002;614382;Africa;62.974;1075.811558;1075.81;63.0;614.382;0.0;40.0;0.0;0.0;0.0
Comoros;2007;710960;Africa;65.152;986.1478792;986.15;65.2;710.960;0.0;0.0;0.0;0.0;0.0
Congo Dem. Rep.;1952;14100005;Africa;39.143;780.5423257;780.54;39.1;14.100.005;;;;;
Congo Dem. Rep.;1957;15577932;Africa;40.652;905.8602303;905.86;40.7;15.577.932;;;;;
Congo Dem. Rep.;1962;17486434;Africa;42.122;896.3146335;896.31;42.1;17.486.434;;;;;
Congo Dem. Rep.;1967;19941073;Africa;44.056;861.5932424;861.59;44.1;19.941.073;;;;;
Congo Dem. Rep.;1972;23007669;Africa;45.989;904.8960685;904.9;46.0;23.007.669;;;;;
Congo Dem. Rep.;1977;26480870;Africa;47.804;795.757282;795.76;47.8;26.480.870;;;;;
Congo Dem. Rep.;1982;30646495;Africa;47.784;673.7478181;673.75;47.8;30.646.495;;;;;
Congo Dem. Rep.;1987;35481645;Africa;47.412;672.774812;672.77;47.4;35.481.645;;;;;
Congo Dem. Rep.;1992;41672143;Africa;45.548;457.7191807;457.72;45.5;41.672.143;;;;;
Congo Dem. Rep.;1997;47798986;Africa;42.587;312.188423;312.19;42.6;47.798.986;;;;;
Congo Dem. Rep.;2002;55379852;Africa;44.966;241.1658765;241.17;45.0;55.379.852;;;;;
Congo Dem. Rep.;2007;64606759;Africa;46.462;277.5518587;277.55;46.5;64.606.759;;;;;
Congo Rep.;1952;854885;Africa;42.111;2125.621418;2125.62;42.1;854.885;;;;;
Congo Rep.;1957;940458;Africa;45.053;2315.056572;2315.06;45.1;940.458;;;;;
Congo Rep.;1962;1047924;Africa;48.435;2464.783157;2464.78;48.4;1.047.924;;;;;
Congo Rep.;1967;1179760;Africa;52.04;2677.939642;2677.94;52.0;1.179.760;;;;;
Congo Rep.;1972;1340458;Africa;54.907;3213.152683;3213.15;54.9;1.340.458;;;;;
Congo Rep.;1977;1536769;Africa;55.625;3259.178978;3259.18;55.6;1.536.769;;;;;
Congo Rep.;1982;1774735;Africa;56.695;4879.507522;4879.51;56.7;1.774.735;;;;;
Congo Rep.;1987;2064095;Africa;57.47;4201.194937;4201.19;57.5;2.064.095;;;;;
Congo Rep.;1992;2409073;Africa;56.433;4016.239529;4016.24;56.4;2.409.073;;;;;
Congo Rep.;1997;2800947;Africa;52.962;3484.164376;3484.16;53.0;2.800.947;;;;;
Congo Rep.;2002;3328795;Africa;52.97;3484.06197;3484.06;53.0;3.328.795;;;;;
Congo Rep.;2007;3800610;Africa;55.322;3632.557798;3632.56;55.3;3.800.610;;;;;
Costa Rica;1952;926317;Americas;57.206;2627.009471;2627.01;57.2;926.317;;;;;
Costa Rica;1957;1112300;Americas;60.026;2990.010802;2990.01;60.0;1.112.300;;;;;
Costa Rica;1962;1345187;Americas;62.842;3460.937025;3460.94;62.8;1.345.187;;;;;
Costa Rica;1967;1588717;Americas;65.424;4161.727834;4161.73;65.4;1.588.717;;;;;
Costa Rica;1972;1834796;Americas;67.849;5118.146939;5118.15;67.8;1.834.796;;;;;
Costa Rica;1977;2108457;Americas;70.75;5926.876967;5926.88;70.8;2.108.457;;;;;
Costa Rica;1982;2424367;Americas;73.45;5262.734751;5262.73;73.4;2.424.367;;;;;
Costa Rica;1987;2799811;Americas;74.752;5629.915318;5629.92;74.8;2.799.811;;;;;
Costa Rica;1992;3173216;Americas;75.713;6160.416317;6160.42;75.7;3.173.216;0.0;0.0;0.0;0.0;0.0
Costa Rica;1997;3518107;Americas;77.26;6677.045314;6677.05;77.3;3.518.107;0.0;0.0;0.0;0.0;0.0
Costa Rica;2002;3834934;Americas;78.123;7723.447195;7723.45;78.1;3.834.934;0.0;0.0;0.0;0.0;0.0
Costa Rica;2007;4133884;Americas;78.782;9645.06142;9645.06;78.8;4.133.884;0.0;0.0;0.0;0.0;0.0
Cote d'Ivoire;1952;2977019;Africa;40.477;1388.594732;1388.59;40.5;2.977.019;;;;;
Cote d'Ivoire;1957;3300000;Africa;42.469;1500.895925;1500.9;42.5;3.300.000;;;;;
Cote d'Ivoire;1962;3832408;Africa;44.93;1728.869428;1728.87;44.9;3.832.408;;;;;
Cote d'Ivoire;1967;4744870;Africa;47.35;2052.050473;2052.05;47.4;4.744.870;;;;;
Cote d'Ivoire;1972;6071696;Africa;49.801;2378.201111;2378.2;49.8;6.071.696;;;;;
Cote d'Ivoire;1977;7459574;Africa;52.374;2517.736547;2517.74;52.4;7.459.574;;;;;
Cote d'Ivoire;1982;9025951;Africa;53.983;2602.710169;2602.71;54.0;9.025.951;;;;;
Cote d'Ivoire;1987;10761098;Africa;54.655;2156.956069;2156.96;54.7;10.761.098;;;;;
Cote d'Ivoire;1992;12772596;Africa;52.044;1648.073791;1648.07;52.0;12.772.596;0.0;0.0;0.0;8.0;0.0
Cote d'Ivoire;1997;14625967;Africa;47.991;1786.265407;1786.27;48.0;14.625.967;10.0;32.0;0.0;0.0;0.0
Cote d'Ivoire;2002;16252726;Africa;46.832;1648.800823;1648.8;46.8;16.252.726;434.0;76.0;0.0;661.0;0.0
Cote d'Ivoire;2007;18013409;Africa;48.328;1544.750112;1544.75;48.3;18.013.409;247.0;480.0;0.0;187.0;0.0
Croatia;1952;3882229;Europe;61.21;3119.23652;3119.24;61.2;3.882.229;;;;;
Croatia;1957;3991242;Europe;64.77;4338.231617;4338.23;64.8;3.991.242;;;;;
Croatia;1962;4076557;Europe;67.13;5477.890018;5477.89;67.1;4.076.557;;;;;
Croatia;1967;4174366;Europe;68.5;6960.297861;6960.3;68.5;4.174.366;;;;;
Croatia;1972;4225310;Europe;69.61;9164.090127;9164.09;69.6;4.225.310;;;;;
Croatia;1977;4318673;Europe;70.64;11305.38517;11305.39;70.6;4.318.673;;;;;
Croatia;1982;4413368;Europe;70.46;13221.82184;13221.82;70.5;4.413.368;;;;;
Croatia;1987;4484310;Europe;71.52;13822.58394;13822.58;71.5;4.484.310;;;;;
Croatia;1992;4494013;Europe;72.527;8447.794873;8447.79;72.5;4.494.013;0.0;307.0;0.0;3155.0;0.0
Croatia;1997;4444595;Europe;73.68;9875.604515;9875.6;73.7;4.444.595;165.0;0.0;0.0;1174.0;0.0
Croatia;2002;4481020;Europe;74.876;11628.38895;11628.39;74.9;4.481.020;0.0;0.0;0.0;0.0;0.0
Croatia;2007;4493312;Europe;75.748;14619.22272;14619.22;75.7;4.493.312;0.0;0.0;0.0;0.0;0.0
Cuba;1952;6007797;Americas;59.421;5586.53878;5586.54;59.4;6.007.797;;;;;
Cuba;1957;6640752;Americas;62.325;6092.174359;6092.17;62.3;6.640.752;;;;;
Cuba;1962;7254373;Americas;65.246;5180.75591;5180.76;65.2;7.254.373;;;;;
Cuba;1967;8139332;Americas;68.29;5690.268015;5690.27;68.3;8.139.332;;;;;
Cuba;1972;8831348;Americas;70.723;5305.445256;5305.45;70.7;8.831.348;;;;;
Cuba;1977;9537988;Americas;72.649;6380.494966;6380.49;72.6;9.537.988;;;;;
Cuba;1982;9789224;Americas;73.717;7316.918107;7316.92;73.7;9.789.224;;;;;
Cuba;1987;10239839;Americas;74.174;7532.924763;7532.92;74.2;10.239.839;;;;;
Cuba;1992;10723260;Americas;74.414;5592.843963;5592.84;74.4;10.723.260;0.0;0.0;0.0;0.0;0.0
Cuba;1997;10983007;Americas;76.151;5431.990415;5431.99;76.2;10.983.007;0.0;0.0;0.0;0.0;0.0
Cuba;2002;11226999;Americas;77.158;6340.646683;6340.65;77.2;11.226.999;0.0;0.0;0.0;0.0;0.0
Cuba;2007;11416987;Americas;78.273;8948.102923;8948.1;78.3;11.416.987;0.0;0.0;0.0;0.0;0.0
Czech Republic;1952;9125183;Europe;66.87;6876.14025;6876.14;66.9;9.125.183;;;;;
Czech Republic;1957;9513758;Europe;69.03;8256.343918;8256.34;69.0;9.513.758;;;;;
Czech Republic;1962;9620282;Europe;69.9;10136.86713;10136.87;69.9;9.620.282;;;;;
Czech Republic;1967;9835109;Europe;70.38;11399.44489;11399.44;70.4;9.835.109;;;;;
Czech Republic;1972;9862158;Europe;70.29;13108.4536;13108.45;70.3;9.862.158;;;;;
Czech Republic;1977;10161915;Europe;70.71;14800.16062;14800.16;70.7;10.161.915;;;;;
Czech Republic;1982;10303704;Europe;70.96;15377.22855;15377.23;71.0;10.303.704;;;;;
Czech Republic;1987;10311597;Europe;71.58;16310.4434;16310.44;71.6;10.311.597;;;;;
Czech Republic;1992;10315702;Europe;72.4;14297.02122;14297.02;72.4;10.315.702;;;;;
Czech Republic;1997;10300707;Europe;74.01;16048.51424;16048.51;74.0;10.300.707;;;;;
Czech Republic;2002;10256295;Europe;75.51;17596.21022;17596.21;75.5;10.256.295;;;;;
Czech Republic;2007;10228744;Europe;76.486;22833.30851;22833.31;76.5;10.228.744;;;;;
Denmark;1952;4334000;Europe;70.78;9692.385245;9692.39;70.8;4.334.000;;;;;
Denmark;1957;4487831;Europe;71.81;11099.65935;11099.66;71.8;4.487.831;;;;;
Denmark;1962;4646899;Europe;72.35;13583.31351;13583.31;72.4;4.646.899;;;;;
Denmark;1967;4838800;Europe;72.96;15937.21123;15937.21;73.0;4.838.800;;;;;
Denmark;1972;4991596;Europe;73.47;18866.20721;18866.21;73.5;4.991.596;;;;;
Denmark;1977;5088419;Europe;74.69;20422.9015;20422.9;74.7;5.088.419;;;;;
Denmark;1982;5117810;Europe;74.63;21688.04048;21688.04;74.6;5.117.810;;;;;
Denmark;1987;5127024;Europe;74.8;25116.17581;25116.18;74.8;5.127.024;;;;;
Denmark;1992;5171393;Europe;75.33;26406.73985;26406.74;75.3;5.171.393;0.0;0.0;0.0;0.0;0.0
Denmark;1997;5283663;Europe;76.11;29804.34567;29804.35;76.1;5.283.663;0.0;0.0;0.0;0.0;0.0
Denmark;2002;5374693;Europe;77.18;32166.50006;32166.5;77.2;5.374.693;0.0;0.0;0.0;0.0;0.0
Denmark;2007;5468120;Europe;78.332;35278.41874;35278.42;78.3;5.468.120;0.0;0.0;0.0;0.0;0.0
Djibouti;1952;63149;Africa;34.812;2669.529475;2669.53;34.8;63.149;;;;;
Djibouti;1957;71851;Africa;37.328;2864.969076;2864.97;37.3;71.851;;;;;
Djibouti;1962;89898;Africa;39.693;3020.989263;3020.99;39.7;89.898;;;;;
Djibouti;1967;127617;Africa;42.074;3020.050513;3020.05;42.1;127.617;;;;;
Djibouti;1972;178848;Africa;44.366;3694.212352;3694.21;44.4;178.848;;;;;
Djibouti;1977;228694;Africa;46.519;3081.761022;3081.76;46.5;228.694;;;;;
Djibouti;1982;305991;Africa;48.812;2879.468067;2879.47;48.8;305.991;;;;;
Djibouti;1987;311025;Africa;50.04;2880.102568;2880.1;50.0;311.025;;;;;
Djibouti;1992;384156;Africa;51.604;2377.156192;2377.16;51.6;384.156;59.0;0.0;0.0;255.0;0.0
Djibouti;1997;417908;Africa;53.157;1895.016984;1895.02;53.2;417.908;0.0;17.0;0.0;72.0;0.0
Djibouti;2002;447416;Africa;53.373;1908.260867;1908.26;53.4;447.416;0.0;0.0;0.0;25.0;0.0
Djibouti;2007;496374;Africa;54.791;2082.481567;2082.48;54.8;496.374;0.0;0.0;0.0;0.0;0.0
Dominican Republic;1952;2491346;Americas;45.928;1397.717137;1397.72;45.9;2.491.346;;;;;
Dominican Republic;1957;2923186;Americas;49.828;1544.402995;1544.4;49.8;2.923.186;;;;;
Dominican Republic;1962;3453434;Americas;53.459;1662.137359;1662.14;53.5;3.453.434;;;;;
Dominican Republic;1967;4049146;Americas;56.751;1653.723003;1653.72;56.8;4.049.146;;;;;
Dominican Republic;1972;4671329;Americas;59.631;2189.874499;2189.87;59.6;4.671.329;;;;;
Dominican Republic;1977;5302800;Americas;61.788;2681.9889;2681.99;61.8;5.302.800;;;;;
Dominican Republic;1982;5968349;Americas;63.727;2861.092386;2861.09;63.7;5.968.349;;;;;
Dominican Republic;1987;6655297;Americas;66.046;2899.842175;2899.84;66.0;6.655.297;;;;;
Dominican Republic;1992;7351181;Americas;68.457;3044.214214;3044.21;68.5;7.351.181;0.0;0.0;0.0;0.0;0.0
Dominican Republic;1997;7992357;Americas;69.957;3614.101285;3614.1;70.0;7.992.357;0.0;0.0;0.0;0.0;0.0
Dominican Republic;2002;8650322;Americas;70.847;4563.808154;4563.81;70.8;8.650.322;0.0;0.0;0.0;0.0;0.0
Dominican Republic;2007;9319622;Americas;72.235;6025.374752;6025.37;72.2;9.319.622;0.0;0.0;0.0;0.0;0.0
Ecuador;1952;3548753;Americas;48.357;3522.110717;3522.11;48.4;3.548.753;;;;;
Ecuador;1957;4058385;Americas;51.356;3780.546651;3780.55;51.4;4.058.385;;;;;
Ecuador;1962;4681707;Americas;54.64;4086.114078;4086.11;54.6;4.681.707;;;;;
Ecuador;1967;5432424;Americas;56.678;4579.074215;4579.07;56.7;5.432.424;;;;;
Ecuador;1972;6298651;Americas;58.796;5280.99471;5280.99;58.8;6.298.651;;;;;
Ecuador;1977;7278866;Americas;61.31;6679.62326;6679.62;61.3;7.278.866;;;;;
Ecuador;1982;8365850;Americas;64.342;7213.791267;7213.79;64.3;8.365.850;;;;;
Ecuador;1987;9545158;Americas;67.231;6481.776993;6481.78;67.2;9.545.158;;;;;
Ecuador;1992;10748394;Americas;69.613;7103.702595;7103.7;69.6;10.748.394;0.0;0.0;0.0;0.0;0.0
Ecuador;1997;11911819;Americas;72.312;7429.455877;7429.46;72.3;11.911.819;0.0;0.0;0.0;0.0;11.0
Ecuador;2002;12921234;Americas;74.173;5773.044512;5773.04;74.2;12.921.234;0.0;2.0;0.0;2.0;0.0
Ecuador;2007;13755680;Americas;74.994;6873.262326;6873.26;75.0;13.755.680;25.0;26.0;0.0;1.0;0.0
Egypt;1952;22223309;Africa;41.893;1418.822445;1418.82;41.9;22.223.309;;;;;
Egypt;1957;25009741;Africa;44.444;1458.915272;1458.92;44.4;25.009.741;;;;;
Egypt;1962;28173309;Africa;46.992;1693.335853;1693.34;47.0;28.173.309;;;;;
Egypt;1967;31681188;Africa;49.293;1814.880728;1814.88;49.3;31.681.188;;;;;
Egypt;1972;34807417;Africa;51.137;2024.008147;2024.01;51.1;34.807.417;;;;;
Egypt;1977;38783863;Africa;53.319;2785.493582;2785.49;53.3;38.783.863;;;;;
Egypt;1982;45681811;Africa;56.006;3503.729636;3503.73;56.0;45.681.811;;;;;
Egypt;1987;52799062;Africa;59.797;3885.46071;3885.46;59.8;52.799.062;;;;;
Egypt;1992;59402198;Africa;63.674;3794.755195;3794.76;63.7;59.402.198;0.0;0.0;0.0;0.0;0.0
Egypt;1997;66134291;Africa;67.217;4173.181797;4173.18;67.2;66.134.291;181.0;0.0;0.0;586.0;0.0
Egypt;2002;73312559;Africa;69.806;4754.604414;4754.6;69.8;73.312.559;0.0;0.0;0.0;27.0;0.0
Egypt;2007;80264543;Africa;71.338;5581.180998;5581.18;71.3;80.264.543;158.0;0.0;0.0;0.0;0.0
El Salvador;1952;2042865;Americas;45.262;3048.3029;3048.3;45.3;2.042.865;;;;;
El Salvador;1957;2355805;Americas;48.57;3421.523218;3421.52;48.6;2.355.805;;;;;
El Salvador;1962;2747687;Americas;52.307;3776.803627;3776.8;52.3;2.747.687;;;;;
El Salvador;1967;3232927;Americas;55.855;4358.595393;4358.6;55.9;3.232.927;;;;;
El Salvador;1972;3790903;Americas;58.207;4520.246008;4520.25;58.2;3.790.903;;;;;
El Salvador;1977;4282586;Americas;56.696;5138.922374;5138.92;56.7;4.282.586;;;;;
El Salvador;1982;4474873;Americas;56.604;4098.344175;4098.34;56.6;4.474.873;;;;;
El Salvador;1987;4842194;Americas;63.154;4140.442097;4140.44;63.2;4.842.194;;;;;
El Salvador;1992;5274649;Americas;66.798;4444.2317;4444.23;66.8;5.274.649;0.0;0.0;0.0;5861.0;0.0
El Salvador;1997;5783439;Americas;69.535;5154.825496;5154.83;69.5;5.783.439;0.0;0.0;0.0;0.0;0.0
El Salvador;2002;6353681;Americas;70.734;5351.568666;5351.57;70.7;6.353.681;0.0;0.0;0.0;0.0;0.0
El Salvador;2007;6939688;Americas;71.878;5728.353514;5728.35;71.9;6.939.688;0.0;34.0;0.0;0.0;0.0
Equatorial Guinea;1952;216964;Africa;34.482;375.6431231;375.64;34.5;216.964;;;;;
Equatorial Guinea;1957;232922;Africa;35.983;426.0964081;426.1;36.0;232.922;;;;;
Equatorial Guinea;1962;249220;Africa;37.485;582.8419714;582.84;37.5;249.220;;;;;
Equatorial Guinea;1967;259864;Africa;38.987;915.5960025;915.6;39.0;259.864;;;;;
Equatorial Guinea;1972;277603;Africa;40.516;672.4122571;672.41;40.5;277.603;;;;;
Equatorial Guinea;1977;192675;Africa;42.024;958.5668124;958.57;42.0;192.675;;;;;
Equatorial Guinea;1982;285483;Africa;43.662;927.8253427;927.83;43.7;285.483;;;;;
Equatorial Guinea;1987;341244;Africa;45.664;966.8968149;966.9;45.7;341.244;;;;;
Equatorial Guinea;1992;387838;Africa;47.545;1132.055034;1132.06;47.5;387.838;0.0;0.0;0.0;0.0;0.0
Equatorial Guinea;1997;439971;Africa;48.245;2814.480755;2814.48;48.2;439.971;0.0;0.0;0.0;0.0;0.0
Equatorial Guinea;2002;495627;Africa;49.348;7703.4959;7703.5;49.3;495.627;0.0;0.0;0.0;0.0;0.0
Equatorial Guinea;2007;551201;Africa;51.579;12154.08975;12154.09;51.6;551.201;0.0;0.0;0.0;0.0;0.0
Eritrea;1952;1438760;Africa;35.928;328.9405571;328.94;35.9;1.438.760;;;;;
Eritrea;1957;1542611;Africa;38.047;344.1618859;344.16;38.0;1.542.611;;;;;
Eritrea;1962;1666618;Africa;40.158;380.9958433;381.0;40.2;1.666.618;;;;;
Eritrea;1967;1820319;Africa;42.189;468.7949699;468.79;42.2;1.820.319;;;;;
Eritrea;1972;2260187;Africa;44.142;514.3242082;514.32;44.1;2.260.187;;;;;
Eritrea;1977;2512642;Africa;44.535;505.7538077;505.75;44.5;2.512.642;;;;;
Eritrea;1982;2637297;Africa;43.89;524.8758493;524.88;43.9;2.637.297;;;;;
Eritrea;1987;2915959;Africa;46.453;521.1341333;521.13;46.5;2.915.959;;;;;
Eritrea;1992;3668440;Africa;49.991;582.8585102;582.86;50.0;3.668.440;770.0;0.0;0.0;42576.0;0.0
Eritrea;1997;4058319;Africa;53.378;913.47079;913.47;53.4;4.058.319;0.0;0.0;0.0;31.0;0.0
Eritrea;2002;4414865;Africa;55.24;765.3500015;765.35;55.2;4.414.865;0.0;0.0;0.0;25.0;95934.0
Eritrea;2007;4906585;Africa;58.04;641.3695236;641.37;58.0;4.906.585;0.0;0.0;0.0;57.0;0.0
Ethiopia;1952;20860941;Africa;34.078;362.1462796;362.15;34.1;20.860.941;;;;;
Ethiopia;1957;22815614;Africa;36.667;378.9041632;378.9;36.7;22.815.614;;;;;
Ethiopia;1962;25145372;Africa;40.059;419.4564161;419.46;40.1;25.145.372;;;;;
Ethiopia;1967;27860297;Africa;42.115;516.1186438;516.12;42.1;27.860.297;;;;;
Ethiopia;1972;30770372;Africa;43.515;566.2439442;566.24;43.5;30.770.372;;;;;
Ethiopia;1977;34617799;Africa;44.51;556.8083834;556.81;44.5;34.617.799;;;;;
Ethiopia;1982;38111756;Africa;44.916;577.8607471;577.86;44.9;38.111.756;;;;;
Ethiopia;1987;42999530;Africa;46.684;573.7413142;573.74;46.7;42.999.530;;;;;
Ethiopia;1992;52088559;Africa;48.091;421.3534653;421.35;48.1;52.088.559;436.0;1016.0;0.0;43871.0;0.0
Ethiopia;1997;59861301;Africa;49.402;515.8894013;515.89;49.4;59.861.301;26.0;1062.0;0.0;192.0;0.0
Ethiopia;2002;67946797;Africa;50.725;530.0535319;530.05;50.7;67.946.797;35.0;2267.0;0.0;905.0;2258.0
Ethiopia;2007;76511887;Africa;52.947;690.8055759;690.81;52.9;76.511.887;1008.0;1228.0;0.0;410.0;0.0
Finland;1952;4090500;Europe;66.55;6424.519071;6424.52;66.6;4.090.500;;;;;
Finland;1957;4324000;Europe;67.49;7545.415386;7545.42;67.5;4.324.000;;;;;
Finland;1962;4491443;Europe;68.75;9371.842561;9371.84;68.8;4.491.443;;;;;
Finland;1967;4605744;Europe;69.83;10921.63626;10921.64;69.8;4.605.744;;;;;
Finland;1972;4639657;Europe;70.87;14358.8759;14358.88;70.9;4.639.657;;;;;
Finland;1977;4738902;Europe;72.52;15605.42283;15605.42;72.5;4.738.902;;;;;
Finland;1982;4826933;Europe;74.55;18533.15761;18533.16;74.6;4.826.933;;;;;
Finland;1987;4931729;Europe;74.83;21141.01223;21141.01;74.8;4.931.729;;;;;
Finland;1992;5041039;Europe;75.7;20647.16499;20647.16;75.7;5.041.039;0.0;0.0;0.0;0.0;0.0
Finland;1997;5134406;Europe;77.13;23723.9502;23723.95;77.1;5.134.406;0.0;0.0;0.0;0.0;0.0
Finland;2002;5193039;Europe;78.37;28204.59057;28204.59;78.4;5.193.039;0.0;0.0;0.0;0.0;0.0
Finland;2007;5238460;Europe;79.313;33207.0844;33207.08;79.3;5.238.460;0.0;0.0;0.0;0.0;0.0
France;1952;42459667;Europe;67.41;7029.809327;7029.81;67.4;42.459.667;;;;;
France;1957;44310863;Europe;68.93;8662.834898;8662.83;68.9;44.310.863;;;;;
France;1962;47124000;Europe;70.51;10560.48553;10560.49;70.5;47.124.000;;;;;
France;1967;49569000;Europe;71.55;12999.91766;12999.92;71.6;49.569.000;;;;;
France;1972;51732000;Europe;72.38;16107.19171;16107.19;72.4;51.732.000;;;;;
France;1977;53165019;Europe;73.83;18292.63514;18292.64;73.8;53.165.019;;;;;
France;1982;54433565;Europe;74.89;20293.89746;20293.9;74.9;54.433.565;;;;;
France;1987;55630100;Europe;76.34;22066.44214;22066.44;76.3;55.630.100;;;;;
France;1992;57374179;Europe;77.46;24703.79615;24703.8;77.5;57.374.179;0.0;0.0;0.0;0.0;0.0
France;1997;58623428;Europe;78.64;25889.78487;25889.78;78.6;58.623.428;0.0;0.0;0.0;0.0;0.0
France;2002;59925035;Europe;79.59;28926.03234;28926.03;79.6;59.925.035;0.0;0.0;0.0;0.0;0.0
France;2007;61083916;Europe;80.657;30470.0167;30470.02;80.7;61.083.916;0.0;0.0;0.0;0.0;0.0
Gabon;1952;420702;Africa;37.003;4293.476475;4293.48;37.0;420.702;;;;;
