country;year;pop;continent;lifeExp;gdpPercap
Gabon;1972;537977;Africa;48.7;11401.95
Gabon;1977;706367;Africa;52.8;21745.57
Gabon;1982;753874;Africa;56.6;15113.36
Gabon;1987;880397;Africa;60.2;11864.41
Gabon;1992;985739;Africa;61.4;13522.16
Gabon;1997;1126189;Africa;60.5;14722.84
Gabon;2002;1299304;Africa;56.8;12521.71
Gabon;2007;1454867;Africa;56.7;13206.48
Gambia;1952;284320;Africa;30.0;485.23
Gambia;1957;323150;Africa;32.1;520.93
Gambia;1962;374020;Africa;33.9;599.65
Gambia;1967;439593;Africa;35.9;734.78
Gambia;1972;517101;Africa;38.3;756.09
Gambia;1977;608274;Africa;41.8;884.76
Gambia;1982;715523;Africa;45.6;835.81
Gambia;1987;848406;Africa;49.3;611.66
Gambia;1992;1025384;Africa;52.6;665.62
Gambia;1997;1235767;Africa;55.9;653.73
Gambia;2002;1457766;Africa;58.0;660.59
Gambia;2007;1688359;Africa;59.4;752.75
Germany;1952;69145952;Europe;67.5;7144.11
Germany;1957;71019069;Europe;69.1;10187.83
Germany;1962;73739117;Europe;70.3;12902.46
Germany;1967;76368453;Europe;70.8;14745.63
Germany;1972;78717088;Europe;71.0;18016.18
Germany;1977;78160773;Europe;72.5;20512.92
Germany;1982;78335266;Europe;73.8;22031.53
Germany;1987;77718298;Europe;74.8;24639.19
Germany;1992;80597764;Europe;76.1;26505.3
Germany;1997;82011073;Europe;77.3;27788.88
Germany;2002;82350671;Europe;78.7;30035.8
Germany;2007;82400996;Europe;79.4;32170.37
Ghana;1952;5581001;Africa;43.1;911.3
Ghana;1957;6391288;Africa;44.8;1043.56
Ghana;1962;7355248;Africa;46.5;1190.04
Ghana;1967;8490213;Africa;48.1;1125.7
Ghana;1972;9354120;Africa;49.9;1178.22
Ghana;1977;10538093;Africa;51.8;993.22
Ghana;1982;11400338;Africa;53.7;876.03
Ghana;1987;14168101;Africa;55.7;847.01
Ghana;1992;16278738;Africa;57.5;925.06
Ghana;1997;18418288;Africa;58.6;1005.25
Ghana;2002;20550751;Africa;58.5;1111.98
Ghana;2007;22873338;Africa;60.0;1327.61
Greece;1952;7733250;Europe;65.9;3530.69
Greece;1957;8096218;Europe;67.9;4916.3
Greece;1962;8448233;Europe;69.5;6017.19
Greece;1967;8716441;Europe;71.0;8513.1
Greece;1972;8888628;Europe;72.3;12724.83
Greece;1977;9308479;Europe;73.7;14195.52
Greece;1982;9786480;Europe;75.2;15268.42
Greece;1987;9974490;Europe;76.7;16120.53
Greece;1992;10325429;Europe;77.0;17541.5
Greece;1997;10502372;Europe;77.9;18747.7
Greece;2002;10603863;Europe;78.3;22514.25
Greece;2007;10706290;Europe;79.5;27538.41
Guatemala;1952;3146381;Americas;42.0;2428.24
Guatemala;1957;3640876;Americas;44.1;2617.16
Guatemala;1962;4208858;Americas;47.0;2750.36
Guatemala;1967;4690773;Americas;50.0;3242.53
Guatemala;1972;5149581;Americas;53.7;4031.41
Guatemala;1977;5703430;Americas;56.0;4879.99
Guatemala;1982;6395630;Americas;58.1;4820.49
Guatemala;1987;7326406;Americas;60.8;4246.49
Guatemala;1992;8486949;Americas;63.4;4439.45
Guatemala;1997;9803875;Americas;66.3;4684.31
Guatemala;2002;11178650;Americas;69.0;4858.35
Guatemala;2007;12572928;Americas;70.3;5186.05
Guinea;1952;2664249;Africa;33.6;510.2
Guinea;1957;2876726;Africa;34.6;576.27
Guinea;1962;3140003;Africa;35.8;686.37
Guinea;1967;3451418;Africa;37.2;708.76
Guinea;1972;3811387;Africa;38.8;741.67
Guinea;1977;4227026;Africa;40.8;874.69
Guinea;1982;4710497;Africa;42.9;857.25
Guinea;1987;5650262;Africa;45.6;805.57
Guinea;1992;6990574;Africa;48.6;794.35
Guinea;1997;8048834;Africa;51.5;869.45
Guinea;2002;8807818;Africa;53.7;945.58
Guinea;2007;9947814;Africa;56.0;942.65
Guinea-Bissau;1952;580653;Africa;32.5;299.85
Guinea-Bissau;1957;601095;Africa;33.5;431.79
Guinea-Bissau;1962;627820;Africa;34.5;522.03
Guinea-Bissau;1967;601287;Africa;35.5;715.58
Guinea-Bissau;1972;625361;Africa;36.5;820.22
Guinea-Bissau;1977;745228;Africa;37.5;764.73
Guinea-Bissau;1982;825987;Africa;39.3;838.12
Guinea-Bissau;1987;927524;Africa;41.2;736.42
Guinea-Bissau;1992;1050938;Africa;43.3;745.54
Guinea-Bissau;1997;1193708;Africa;44.9;796.66
Guinea-Bissau;2002;1332459;Africa;45.5;575.7
Guinea-Bissau;2007;1472041;Africa;46.4;579.23
Haiti;1952;3201488;Americas;37.6;1840.37
Haiti;1957;3507701;Americas;40.7;1726.89
Haiti;1962;3880130;Americas;43.6;1796.59
Haiti;1967;4318137;Americas;46.2;1452.06
Haiti;1972;4698301;Americas;48.0;1654.46
Haiti;1977;4908554;Americas;49.9;1874.3
Haiti;1982;5198399;Americas;51.5;2011.16
Haiti;1987;5756203;Americas;53.6;1823.02
Haiti;1992;6326682;Americas;55.1;1456.31
Haiti;1997;6913545;Americas;56.7;1341.73
Haiti;2002;7607651;Americas;58.1;1270.36
Haiti;2007;8502814;Americas;60.9;1201.64
Honduras;1952;1517453;Americas;41.9;2194.93
Honduras;1957;1770390;Americas;44.7;2220.49
Honduras;1962;2090162;Americas;48.0;2291.16
Honduras;1967;2500689;Americas;50.9;2538.27
Honduras;1972;2965146;Americas;53.9;2529.84
Honduras;1977;3055235;Americas;57.4;3203.21
Honduras;1982;3669448;Americas;60.9;3121.76
Honduras;1987;4372203;Americas;64.5;3023.1
Honduras;1992;5077347;Americas;66.4;3081.69
Honduras;1997;5867957;Americas;67.7;3160.45
Honduras;2002;6677328;Americas;68.6;3099.73
Honduras;2007;7483763;Americas;70.2;3548.33
Hong Kong China;1952;2125900;Asia;61.0;3054.42
Hong Kong China;1957;2736300;Asia;64.8;3629.08
Hong Kong China;1962;3305200;Asia;67.6;4692.65
Hong Kong China;1967;3722800;Asia;70.0;6197.96
Hong Kong China;1972;4115700;Asia;72.0;8315.93
Hong Kong China;1977;4583700;Asia;73.6;11186.14
Hong Kong China;1982;5264500;Asia;75.4;14560.53
Hong Kong China;1987;5584510;Asia;76.2;20038.47
Hong Kong China;1992;5829696;Asia;77.6;24757.6
Hong Kong China;1997;6495918;Asia;80.0;28377.63
Hong Kong China;2002;6762476;Asia;81.5;30209.02
Hong Kong China;2007;6980412;Asia;82.2;39724.98
Hungary;1952;9504000;Europe;64.0;5263.67
Hungary;1957;9839000;Europe;66.4;6040.18
Hungary;1962;10063000;Europe;68.0;7550.36
Hungary;1967;10223422;Europe;69.5;9326.64
Hungary;1972;10394091;Europe;69.8;10168.66
Hungary;1977;10637171;Europe;70.0;11674.84
Hungary;1982;10705535;Europe;69.4;12545.99
Hungary;1987;10612740;Europe;69.6;12986.48
Hungary;1992;10348684;Europe;69.2;10535.63
Hungary;1997;10244684;Europe;71.0;11712.78
Hungary;2002;10083313;Europe;72.6;14843.94
Hungary;2007;9956108;Europe;73.3;18008.94
Iceland;1952;147962;Europe;72.5;7267.69
Iceland;1957;165110;Europe;73.5;9244.0
Iceland;1962;182053;Europe;73.7;10350.16
Iceland;1967;198676;Europe;73.7;13319.9
Iceland;1972;209275;Europe;74.5;15798.06
Iceland;1977;221823;Europe;76.1;19654.96
Iceland;1982;233997;Europe;77.0;23269.61
Iceland;1987;244676;Europe;77.2;26923.21
Iceland;1992;259012;Europe;78.8;25144.39
Iceland;1997;271192;Europe;79.0;28061.1
Iceland;2002;288030;Europe;80.5;31163.2
Iceland;2007;301931;Europe;81.8;36180.79
India;1952;372000000;Asia;37.4;546.57
India;1957;409000000;Asia;40.2;590.06
India;1962;454000000;Asia;43.6;658.35
India;1967;506000000;Asia;47.2;700.77
India;1972;567000000;Asia;50.7;724.03
India;1977;634000000;Asia;54.2;813.34
India;1982;708000000;Asia;56.6;855.72
India;1987;788000000;Asia;58.6;976.51
India;1992;872000000;Asia;60.2;1164.41
India;1997;959000000;Asia;61.8;1458.82
India;2002;1034172547;Asia;62.9;1746.77
India;2007;1110396331;Asia;64.7;2452.21
Indonesia;1952;82052000;Asia;37.5;749.68
Indonesia;1957;90124000;Asia;39.9;858.9
Indonesia;1962;99028000;Asia;42.5;849.29
Indonesia;1967;109343000;Asia;46.0;762.43
Indonesia;1972;121282000;Asia;49.2;1111.11
Indonesia;1977;136725000;Asia;52.7;1382.7
Indonesia;1982;153343000;Asia;56.2;1516.87
Indonesia;1987;169276000;Asia;60.1;1748.36
Indonesia;1992;184816000;Asia;62.7;2383.14
Indonesia;1997;199278000;Asia;66.0;3119.34
Indonesia;2002;211060000;Asia;68.6;2873.91
Indonesia;2007;223547000;Asia;70.6;3540.65
Iran;1952;17272000;Asia;44.9;3035.33
Iran;1957;19792000;Asia;47.2;3290.26
Iran;1962;22874000;Asia;49.3;4187.33
Iran;1967;26538000;Asia;52.5;5906.73
Iran;1972;30614000;Asia;55.2;9613.82
Iran;1977;35480679;Asia;57.7;11888.6
Iran;1982;43072751;Asia;59.6;7608.33
Iran;1987;51889696;Asia;63.0;6642.88
Iran;1992;60397973;Asia;65.7;7235.65
Iran;1997;63327987;Asia;68.0;8263.59
Iran;2002;66907826;Asia;69.5;9240.76
Iran;2007;69453570;Asia;71.0;11605.71
Iraq;1952;5441766;Asia;45.3;4129.77
Iraq;1957;6248643;Asia;48.4;6229.33
Iraq;1962;7240260;Asia;51.5;8341.74
Iraq;1967;8519282;Asia;54.5;8931.46
Iraq;1972;10061506;Asia;57.0;9576.04
Iraq;1977;11882916;Asia;60.4;14688.24
Iraq;1982;14173318;Asia;62.0;14517.91
Iraq;1987;16543189;Asia;65.0;11643.57
Iraq;1992;17861905;Asia;59.5;3745.64
Iraq;1997;20775703;Asia;58.8;3076.24
Iraq;2002;24001816;Asia;57.0;4390.72
Iraq;2007;27499638;Asia;59.5;4471.06
Ireland;1952;2952156;Europe;66.9;5210.28
Ireland;1957;2878220;Europe;68.9;5599.08
Ireland;1962;2830000;Europe;70.3;6631.6
Ireland;1967;2900100;Europe;71.1;7655.57
Ireland;1972;3024400;Europe;71.3;9530.77
Ireland;1977;3271900;Europe;72.0;11150.98
Ireland;1982;3480000;Europe;73.1;12618.32
Ireland;1987;3539900;Europe;74.4;13872.87
Ireland;1992;3557761;Europe;75.5;17558.82
Ireland;1997;3667233;Europe;76.1;24521.95
Ireland;2002;3879155;Europe;77.8;34077.05
Ireland;2007;4109086;Europe;78.9;40676.0
Israel;1952;1620914;Asia;65.4;4086.52
Israel;1957;1944401;Asia;67.8;5385.28
Israel;1962;2310904;Asia;69.4;7105.63
Israel;1967;2693585;Asia;70.8;8393.74
Israel;1972;3095893;Asia;71.6;12786.93
Israel;1977;3495918;Asia;73.1;13306.62
Israel;1982;3858421;Asia;74.4;15367.03
Israel;1987;4203148;Asia;75.6;17122.48
Israel;1992;4936550;Asia;76.9;18051.52
Israel;1997;5531387;Asia;78.3;20896.61
Israel;2002;6029529;Asia;79.7;21905.6
Israel;2007;6426679;Asia;80.7;25523.28
Italy;1952;47666000;Europe;65.9;4931.4
Italy;1957;49182000;Europe;67.8;6248.66
Italy;1962;50843200;Europe;69.2;8243.58
Italy;1967;52667100;Europe;71.1;10022.4
Italy;1972;54365564;Europe;72.2;12269.27
Italy;1977;56059245;Europe;73.5;14255.98
Italy;1982;56535636;Europe;75.0;16537.48
Italy;1987;56729703;Europe;76.4;19207.23
Italy;1992;56840847;Europe;77.4;22013.64
Italy;1997;57479469;Europe;78.8;24675.02
Italy;2002;57926999;Europe;80.2;27968.1
Italy;2007;58147733;Europe;80.5;28569.72
Jamaica;1952;1426095;Americas;58.5;2898.53
Jamaica;1957;1535090;Americas;62.6;4756.53
Jamaica;1962;1665128;Americas;65.6;5246.11
Jamaica;1967;1861096;Americas;67.5;6124.7
Jamaica;1972;1997616;Americas;69.0;7433.89
Jamaica;1977;2156814;Americas;70.1;6650.2
Jamaica;1982;2298309;Americas;71.2;6068.05
Jamaica;1987;2326606;Americas;71.8;6351.24
Jamaica;1992;2378618;Americas;71.8;7404.92
Jamaica;1997;2531311;Americas;72.3;7121.92
Jamaica;2002;2664659;Americas;72.0;6994.77
Jamaica;2007;2780132;Americas;72.6;7320.88
Japan;1952;86459025;Asia;63.0;3216.96
Japan;1957;91563009;Asia;65.5;4317.69
Japan;1962;95831757;Asia;68.7;6576.65
Japan;1967;100825279;Asia;71.4;9847.79
Japan;1972;107188273;Asia;73.4;14778.79
Japan;1977;113872473;Asia;75.4;16610.38
Japan;1982;118454974;Asia;77.1;19384.11
Japan;1987;122091325;Asia;78.7;22375.94
Japan;1992;124329269;Asia;79.4;26824.9
Japan;1997;125956499;Asia;80.7;28816.58
Japan;2002;127065841;Asia;82.0;28604.59
Japan;2007;127467972;Asia;82.6;31656.07
Jordan;1952;607914;Asia;43.2;1546.91
Jordan;1957;746559;Asia;45.7;1886.08
Jordan;1962;933559;Asia;48.1;2348.01
Jordan;1967;1255058;Asia;51.6;2741.8
Jordan;1972;1613551;Asia;56.5;2110.86
Jordan;1977;1937652;Asia;61.1;2852.35
Jordan;1982;2347031;Asia;63.7;4161.42
Jordan;1987;2820042;Asia;65.9;4448.68
Jordan;1992;3867409;Asia;68.0;3431.59
Jordan;1997;4526235;Asia;69.8;3645.38
Jordan;2002;5307470;Asia;71.3;3844.92
Jordan;2007;6053193;Asia;72.5;4519.46
Kenya;1952;6464046;Africa;42.3;853.54
Kenya;1957;7454779;Africa;44.7;944.44
Kenya;1962;8678557;Africa;47.9;896.97
Kenya;1967;10191512;Africa;50.7;1056.74
Kenya;1972;12044785;Africa;53.6;1222.36
Kenya;1977;14500404;Africa;56.2;1267.61
Kenya;1982;17661452;Africa;58.8;1348.23
Kenya;1987;21198082;Africa;59.3;1361.94
Kenya;1992;25020539;Africa;59.3;1341.92
Kenya;1997;28263827;Africa;54.4;1360.49
Kenya;2002;31386842;Africa;51.0;1287.51
Kenya;2007;35610177;Africa;54.1;1463.25
Korea Dem. Rep.;1952;8865488;Asia;50.1;1088.28
Korea Dem. Rep.;1957;9411381;Asia;54.1;1571.13
Korea Dem. Rep.;1962;10917494;Asia;56.7;1621.69
Korea Dem. Rep.;1967;12617009;Asia;59.9;2143.54
Korea Dem. Rep.;1972;14781241;Asia;64.0;3701.62
Korea Dem. Rep.;1977;16325320;Asia;67.2;4106.3
Korea Dem. Rep.;1982;17647518;Asia;69.1;4106.53
Korea Dem. Rep.;1987;19067554;Asia;70.6;4106.49
Korea Dem. Rep.;1992;20711375;Asia;70.0;3726.06
Korea Dem. Rep.;1997;21585105;Asia;67.7;1690.76
Korea Dem. Rep.;2002;22215365;Asia;66.7;1646.76
Korea Dem. Rep.;2007;23301725;Asia;67.3;1593.07
Korea Rep.;1952;20947571;Asia;47.5;1030.59
Korea Rep.;1957;22611552;Asia;52.7;1487.59
Korea Rep.;1962;26420307;Asia;55.3;1536.34
Korea Rep.;1967;30131000;Asia;57.7;2029.23
Korea Rep.;1972;33505000;Asia;62.6;3030.88
Korea Rep.;1977;36436000;Asia;64.8;4657.22
Korea Rep.;1982;39326000;Asia;67.1;5622.94
Korea Rep.;1987;41622000;Asia;69.8;8533.09
Korea Rep.;1992;43805450;Asia;72.2;12104.28
Korea Rep.;1997;46173816;Asia;74.6;15993.53
Korea Rep.;2002;47969150;Asia;77.0;19233.99
Korea Rep.;2007;49044790;Asia;78.6;23348.14
Kuwait;1952;160000;Asia;55.6;108382.35
Kuwait;1957;212846;Asia;58.0;113523.13
Kuwait;1962;358266;Asia;60.5;95458.11
Kuwait;1967;575003;Asia;64.6;80894.88
Kuwait;1972;841934;Asia;67.7;109347.87
Kuwait;1977;1140357;Asia;69.3;59265.48
Kuwait;1982;1497494;Asia;71.3;31354.04
Kuwait;1987;1891487;Asia;74.2;28118.43
Kuwait;1992;1418095;Asia;75.2;34932.92
Kuwait;1997;1765345;Asia;76.2;40300.62
Kuwait;2002;2111561;Asia;76.9;35110.11
Kuwait;2007;2505559;Asia;77.6;47306.99
Lebanon;1952;1439529;Asia;55.9;4834.8
Lebanon;1957;1647412;Asia;59.5;6089.79
Lebanon;1962;1886848;Asia;62.1;5714.56
Lebanon;1967;2186894;Asia;63.9;6006.98
Lebanon;1972;2680018;Asia;65.4;7486.38
Lebanon;1977;3115787;Asia;66.1;8659.7
Lebanon;1982;3086876;Asia;67.0;7640.52
Lebanon;1987;3089353;Asia;67.9;5377.09
Lebanon;1992;3219994;Asia;69.3;6890.81
Lebanon;1997;3430388;Asia;70.3;8754.96
Lebanon;2002;3677780;Asia;71.0;9313.94
Lebanon;2007;3921278;Asia;72.0;10461.06
Lesotho;1952;748747;Africa;42.1;298.85
Lesotho;1957;813338;Africa;45.0;336.0
Lesotho;1962;893143;Africa;47.7;411.8
Lesotho;1967;996380;Africa;48.5;498.64
Lesotho;1972;1116779;Africa;49.8;496.58
Lesotho;1977;1251524;Africa;52.2;745.37
Lesotho;1982;1411807;Africa;55.1;797.26
Lesotho;1987;1599200;Africa;57.2;773.99
Lesotho;1992;1803195;Africa;59.7;977.49
Lesotho;1997;1982823;Africa;55.6;1186.15
Lesotho;2002;2046772;Africa;44.6;1275.18
Lesotho;2007;2012649;Africa;42.6;1569.33
Liberia;1952;863308;Africa;38.5;575.57
Liberia;1957;975950;Africa;39.5;620.97
Liberia;1962;1112796;Africa;40.5;634.2
Liberia;1967;1279406;Africa;41.5;713.6
Liberia;1972;1482628;Africa;42.6;803.01
Liberia;1977;1703617;Africa;43.8;640.32
Liberia;1982;1956875;Africa;44.9;572.2
Liberia;1987;2269414;Africa;46.0;506.11
Liberia;1992;1912974;Africa;40.8;636.62
Liberia;1997;2200725;Africa;42.2;609.17
Liberia;2002;2814651;Africa;43.8;531.48
Liberia;2007;3193942;Africa;45.7;414.51
Libya;1952;1019729;Africa;42.7;2387.55
Libya;1957;1201578;Africa;45.3;3448.28
Libya;1962;1441863;Africa;47.8;6757.03
Libya;1967;1759224;Africa;50.2;18772.75
Libya;1972;2183877;Africa;52.8;21011.5
Libya;1977;2721783;Africa;57.4;21951.21
Libya;1982;3344074;Africa;62.2;17364.28
Libya;1987;3799845;Africa;66.2;11770.59
Libya;1992;4364501;Africa;68.8;9640.14
Libya;1997;4759670;Africa;71.6;9467.45
Libya;2002;5368585;Africa;72.7;9534.68
Libya;2007;6036914;Africa;74.0;12057.5
Madagascar;1952;4762912;Africa;36.7;1443.01
Madagascar;1957;5181679;Africa;38.9;1589.2
Madagascar;1962;5703324;Africa;40.8;1643.39
Madagascar;1967;6334556;Africa;42.9;1634.05
Madagascar;1972;7082430;Africa;44.9;1748.56
Madagascar;1977;8007166;Africa;46.9;1544.23
Madagascar;1982;9171477;Africa;49.0;1302.88
Madagascar;1987;10568642;Africa;49.4;1155.44
Madagascar;1992;12210395;Africa;52.2;1040.68
Madagascar;1997;14165114;Africa;55.0;986.3
Madagascar;2002;16473477;Africa;57.3;894.64
Madagascar;2007;19167654;Africa;59.4;1044.77
Malawi;1952;2917802;Africa;36.3;369.17
Malawi;1957;3221238;Africa;37.2;416.37
Malawi;1962;3628608;Africa;38.4;427.9
Malawi;1967;4147252;Africa;39.5;495.51
Malawi;1972;4730997;Africa;41.8;584.62
Malawi;1977;5637246;Africa;43.8;663.22
Malawi;1982;6502825;Africa;45.6;632.8
Malawi;1987;7824747;Africa;47.5;635.52
Malawi;1992;10014249;Africa;49.4;563.2
Malawi;1997;10419991;Africa;47.5;692.28
Malawi;2002;11824495;Africa;45.0;665.42
Malawi;2007;13327079;Africa;48.3;759.35
Malaysia;1952;6748378;Asia;48.5;1831.13
Malaysia;1957;7739235;Asia;52.1;1810.07
Malaysia;1962;8906385;Asia;55.7;2036.88
Malaysia;1967;10154878;Asia;59.4;2277.74
Malaysia;1972;11441462;Asia;63.0;2849.09
Malaysia;1977;12845381;Asia;65.3;3827.92
Malaysia;1982;14441916;Asia;68.0;4920.36
Malaysia;1987;16331785;Asia;69.5;5249.8
Malaysia;1992;18319502;Asia;70.7;7277.91
Malaysia;1997;20476091;Asia;71.9;10132.91
Malaysia;2002;22662365;Asia;73.0;10206.98
Malaysia;2007;24821286;Asia;74.2;12451.66
Mali;1952;3838168;Africa;33.7;452.34
Mali;1957;4241884;Africa;35.3;490.38
Mali;1962;4690372;Africa;36.9;496.17
Mali;1967;5212416;Africa;38.5;545.01
Mali;1972;5828158;Africa;40.0;581.37
Mali;1977;6491649;Africa;41.7;686.4
Mali;1982;6998256;Africa;43.9;618.01
Mali;1987;7634008;Africa;46.4;684.17
Mali;1992;8416215;Africa;48.4;739.01
Mali;1997;9384984;Africa;49.9;790.26
Mali;2002;10580176;Africa;51.8;951.41
Mali;2007;12031795;Africa;54.5;1042.58
Mauritania;1952;1022556;Africa;40.5;743.12
Mauritania;1957;1076852;Africa;42.3;846.12
Mauritania;1962;1146757;Africa;44.2;1055.9
Mauritania;1967;1230542;Africa;46.3;1421.15
Mauritania;1972;1332786;Africa;48.4;1586.85
Mauritania;1977;1456688;Africa;50.9;1497.49
Mauritania;1982;1622136;Africa;53.6;1481.15
Mauritania;1987;1841240;Africa;56.1;1421.6
Mauritania;1992;2119465;Africa;58.3;1361.37
Mauritania;1997;2444741;Africa;60.4;1483.14
Mauritania;2002;2828858;Africa;62.2;1579.02
Mauritania;2007;3270065;Africa;64.2;1803.15
Mauritius;1952;516556;Africa;51.0;1967.96
Mauritius;1957;609816;Africa;58.1;2034.04
Mauritius;1962;701016;Africa;60.2;2529.07
Mauritius;1967;789309;Africa;61.6;2475.39
Mauritius;1972;851334;Africa;62.9;2575.48
Mauritius;1977;913025;Africa;64.9;3710.98
Mauritius;1982;992040;Africa;66.7;3688.04
Mauritius;1987;1042663;Africa;68.7;4783.59
Mauritius;1992;1096202;Africa;69.7;6058.25
Mauritius;1997;1149818;Africa;70.7;7425.71
Mauritius;2002;1200206;Africa;72.0;9021.82
Mauritius;2007;1250882;Africa;72.8;10956.99
Mexico;1952;30144317;Americas;50.8;3478.13
Mexico;1957;35015548;Americas;55.2;4131.55
Mexico;1962;41121485;Americas;58.3;4581.61
Mexico;1967;47995559;Americas;60.1;5754.73
Mexico;1972;55984294;Americas;62.4;6809.41
Mexico;1977;63759976;Americas;65.0;7674.93
Mexico;1982;71640904;Americas;67.4;9611.15
Mexico;1987;80122492;Americas;69.5;8688.16
Mexico;1992;88111030;Americas;71.5;9472.38
Mexico;1997;95895146;Americas;73.7;9767.3
Mexico;2002;102479927;Americas;74.9;10742.44
Mexico;2007;108700891;Americas;76.2;11977.57
Mongolia;1952;800663;Asia;42.2;786.57
Mongolia;1957;882134;Asia;45.2;912.66
Mongolia;1962;1010280;Asia;48.3;1056.35
Mongolia;1967;1149500;Asia;51.3;1226.04
Mongolia;1972;1320500;Asia;53.8;1421.74
Mongolia;1977;1528000;Asia;55.5;1647.51
Mongolia;1982;1756032;Asia;57.5;2000.6
Mongolia;1987;2015133;Asia;60.2;2338.01
Mongolia;1992;2312802;Asia;61.3;1785.4
Mongolia;1997;2494803;Asia;63.6;1902.25
Mongolia;2002;2674234;Asia;65.0;2140.74
Mongolia;2007;2874127;Asia;66.8;3095.77
Montenegro;1952;413834;Europe;59.2;2647.59
Montenegro;1957;442829;Europe;61.4;3682.26
Montenegro;1962;474528;Europe;63.7;4649.59
Montenegro;1967;501035;Europe;67.2;5907.85
Montenegro;1972;527678;Europe;70.6;7778.41
Montenegro;1977;560073;Europe;73.1;9595.93
Montenegro;1982;562548;Europe;74.1;11222.59
Montenegro;1987;569473;Europe;74.9;11732.51
Montenegro;1992;621621;Europe;75.4;7003.34
Montenegro;1997;692651;Europe;75.4;6465.61
Montenegro;2002;720230;Europe;74.0;6557.19
Montenegro;2007;684736;Europe;74.5;9253.9
Morocco;1952;9939217;Africa;42.9;1688.2
Morocco;1957;11406350;Africa;45.4;1642.0
Morocco;1962;13056604;Africa;47.9;1566.35
Morocco;1967;14770296;Africa;50.3;1711.04
Morocco;1972;16660670;Africa;52.9;1930.19
Morocco;1977;18396941;Africa;55.7;2370.62
Morocco;1982;20198730;Africa;59.6;2702.62
Morocco;1987;22987397;Africa;62.7;2755.05
Morocco;1992;25798239;Africa;65.4;2948.05
Morocco;1997;28529501;Africa;67.7;2982.1
Morocco;2002;31167783;Africa;69.6;3258.5
Morocco;2007;33757175;Africa;71.2;3820.18
Mozambique;1952;6446316;Africa;31.3;468.53
Mozambique;1957;7038035;Africa;33.8;495.59
Mozambique;1962;7788944;Africa;36.2;556.69
Mozambique;1967;8680909;Africa;38.1;566.67
Mozambique;1972;9809596;Africa;40.3;724.92
Mozambique;1977;11127868;Africa;42.5;502.32
Mozambique;1982;12587223;Africa;42.8;462.21
Mozambique;1987;12891952;Africa;42.9;389.88
Mozambique;1992;13160731;Africa;44.3;410.9
Mozambique;1997;16603334;Africa;46.3;472.35
Mozambique;2002;18473780;Africa;44.0;633.62
Mozambique;2007;19951656;Africa;42.1;823.69
Myanmar;1952;20092996;Asia;36.3;331.0
Myanmar;1957;21731844;Asia;41.9;350.0
Myanmar;1962;23634436;Asia;45.1;388.0
Myanmar;1967;25870271;Asia;49.4;349.0
Myanmar;1972;28466390;Asia;53.1;357.0
Myanmar;1977;31528087;Asia;56.1;371.0
Myanmar;1982;34680442;Asia;58.1;424.0
Myanmar;1987;38028578;Asia;58.3;385.0
Myanmar;1992;40546538;Asia;59.3;347.0
Myanmar;1997;43247867;Asia;60.3;415.0
Myanmar;2002;45598081;Asia;59.9;611.0
Myanmar;2007;47761980;Asia;62.1;944.0
Namibia;1952;485831;Africa;41.7;2423.78
Namibia;1957;548080;Africa;45.2;2621.45
Namibia;1962;621392;Africa;48.4;3173.22
Namibia;1967;706640;Africa;51.2;3793.69
Namibia;1972;821782;Africa;53.9;3746.08
Namibia;1977;977026;Africa;56.4;3876.49
Namibia;1982;1099010;Africa;59.0;4191.1
Namibia;1987;1278184;Africa;60.8;3693.73
Namibia;1992;1554253;Africa;62.0;3804.54
Namibia;1997;1774766;Africa;58.9;3899.52
Namibia;2002;1972153;Africa;51.5;4072.32
Namibia;2007;2055080;Africa;52.9;4811.06
Nepal;1952;9182536;Asia;36.2;545.87
Nepal;1957;9682338;Asia;37.7;597.94
Nepal;1962;10332057;Asia;39.4;652.4
Nepal;1967;11261690;Asia;41.5;676.44
Nepal;1972;12412593;Asia;44.0;674.79
Nepal;1977;13933198;Asia;46.7;694.11
Nepal;1982;15796314;Asia;49.6;718.37
Nepal;1987;17917180;Asia;52.5;775.63
Nepal;1992;20326209;Asia;55.7;897.74
Nepal;1997;23001113;Asia;59.4;1010.89
Nepal;2002;25873917;Asia;61.3;1057.21
Nepal;2007;28901790;Asia;63.8;1091.36
Netherlands;1952;10381988;Europe;72.1;8941.57
Netherlands;1957;11026383;Europe;73.0;11276.19
Netherlands;1962;11805689;Europe;73.2;12790.85
Netherlands;1967;12596822;Europe;73.8;15363.25
Netherlands;1972;13329874;Europe;73.8;18794.75
Netherlands;1977;13852989;Europe;75.2;21209.06
Netherlands;1982;14310401;Europe;76.0;21399.46
Netherlands;1987;14665278;Europe;76.8;23651.32
Netherlands;1992;15174244;Europe;77.4;26790.95
Netherlands;1997;15604464;Europe;78.0;30246.13
Netherlands;2002;16122830;Europe;78.5;33724.76
Netherlands;2007;16570613;Europe;79.8;36797.93
New Zealand;1952;1994794;Oceania;69.4;10556.58
New Zealand;1957;2229407;Oceania;70.3;12247.4
New Zealand;1962;2488550;Oceania;71.2;13175.68
New Zealand;1967;2728150;Oceania;71.5;14463.92
New Zealand;1972;2929100;Oceania;71.9;16046.04
New Zealand;1977;3164900;Oceania;72.2;16233.72
New Zealand;1982;3210650;Oceania;73.8;17632.41
New Zealand;1987;3317166;Oceania;74.3;19007.19
